lat,lon,rssi_dbm,device_count,cluster
37.77316115153153,-122.4149952858958,-35.883377450697424,1,6
37.77809986881003,-122.41785181043916,-38.10961007034783,5,4
37.773433493415325,-122.41474276890888,-38.9758810627445,5,4
37.77435587696759,-122.42076020291644,-36.06923606421795,7,0
37.77662703443474,-122.42140676487872,-33.33810222214969,3,5
37.77253827136713,-122.4181110953978,-35.94251973992748,6,3
37.775454919869205,-122.41723186910212,-47.36349692532658,2,1
37.77761428550856,-122.4180653894962,-45.11830786694281,4,2
37.77178503353088,-122.42213488420008,-42.49927431078272,7,0
37.77536926771706,-122.41817824007904,-39.895635799156665,3,5
37.7755197655885,-122.420608939001,-37.92936391812351,5,4
37.77656364574355,-122.41666065490234,-42.90297525261386,4,2
37.77252609857824,-122.4172668035078,-39.25293294209169,5,4
37.77235908677383,-122.41987975957268,-43.02153172941329,4,2
37.77604388313123,-122.41902773383468,-42.44607121196779,2,1
37.77559396934647,-122.4201184270438,-45.626644387392886,3,5
37.77550098570069,-122.41812535819456,-43.692932984443615,4,2
37.775692896419,-122.416089715359,-45.40673842246534,6,3
37.77363995055684,-122.41997145209268,-43.90349301190933,7,0
37.77546450739432,-122.41699190696896,-35.78543281356864,1,6
37.775586144946594,-122.41906051523677,-43.797595555327774,6,3
37.77357129716395,-122.41958574566452,-29.47047174065044,6,-1
37.77873154902229,-122.41821406071992,-38.02672839647644,7,0
37.77594766584182,-122.42007048464484,-39.260655505220505,1,6
37.7726173930056,-122.4191072986107,-43.433431120724855,6,3
37.77631310721727,-122.42039575578518,-37.19876048236404,4,2
37.77305063665954,-122.41407054973418,-42.302551304951095,4,2
37.776574169207485,-122.41792947289606,-39.51196074141856,4,2
37.77731719115801,-122.419399451016,-29.75966184692482,1,-1
37.773358635363294,-122.41757204017854,-40.3842395988986,6,3
37.77692675225849,-122.41822465609938,-35.40290669485729,1,6
37.77582556185387,-122.41844193919908,-42.81270570050355,4,2
37.77664412031999,-122.41677166659991,-40.13995396198785,7,0
37.7787935859653,-122.41648498457992,-32.91679745745796,6,3
37.77450922376799,-122.41906100229522,-42.50786823115107,6,3
37.77349252767128,-122.4191516364813,-32.750205768012286,5,4
37.773220971140745,-122.41855010339432,-37.1689922581781,5,4
37.77336837943007,-122.42260384232948,-42.249867103577074,2,1
37.77484579658117,-122.4210303821244,-37.47036904377792,3,5
37.77568230394963,-122.41526625146513,-36.10978220149308,5,4
37.775553381598655,-122.414710064573,-37.51276015113122,1,6
37.77665436649807,-122.41849807207912,-46.28089887956183,5,4
37.77502600378376,-122.4168468860739,-42.90854870329947,2,1
37.77790706815431,-122.41737749969091,-40.99007454220602,6,3
37.77447068633352,-122.4118422383831,-40.29773371640019,2,-1
37.78044033833318,-122.41576085017714,-37.51731160979729,6,3
37.77625133469553,-122.41825583518296,-39.28919599626698,7,0
37.77328568488716,-122.4199110808812,-45.3413774348404,7,0
37.77285821500388,-122.42121289264053,-38.47920859597615,6,3
37.77596494483048,-122.41759307272828,-37.55765701886471,3,5
37.77455307442935,-122.41951270149058,-37.76083820827584,5,4
37.77642800098818,-122.4208445074192,-35.676877097781514,1,6
37.77594647524914,-122.41929314576848,-36.66431138180438,1,6
37.774854342174685,-122.42016309600724,-38.16327968308625,4,2
37.77330641256386,-122.41462571672986,-40.28066284583459,6,3
37.771970305550624,-122.41623672048613,-46.64384373406397,1,6
37.774106970095865,-122.41801594528263,-38.28152712346966,3,5
37.77671279758864,-122.41504011172222,-39.16924925134756,6,3
37.77542818748826,-122.4178452633847,-38.9136846512185,3,5
37.77250852244257,-122.41972256840266,-45.10699430328124,1,6
37.7753463618517,-122.41495375184547,-44.32422616163305,1,6
37.77577063475945,-122.41692217991265,-35.787388586668385,4,2
37.7732322851276,-122.42007449230866,-40.15822061542662,1,6
37.77530745021189,-122.41838067735615,-37.2739972105095,6,3
37.77511641743689,-122.41975123650676,-39.88672649547816,7,0
37.772714059404336,-122.42076559946192,-39.88097544201702,6,3
37.77571557472069,-122.41614764490494,-36.24686477609601,6,3
37.776121569052734,-122.41418116671906,-42.06417891286949,4,2
37.77716610248635,-122.42079713514764,-39.61551689223607,4,2
37.77710760410407,-122.41687406152664,-41.84910115482017,1,6
37.77224466126408,-122.41930128513825,-41.73798490972926,2,1
37.77312434992017,-122.41897425076752,-41.23668849387456,2,1
37.77603007053442,-122.41918478784848,-39.11146491346515,4,2
37.77602757190182,-122.41972798153937,-41.91499448665391,1,6
37.77603009537261,-122.41790295674411,-34.976975497705915,2,1
37.782705462981305,-122.41966190023282,-43.57842920887801,1,-1
37.77614178102139,-122.41745908634844,-40.74748657664544,1,6
37.77727113128036,-122.41810047621892,-41.7589242330967,1,6
37.77690800352698,-122.41847789609372,-34.21208846258507,5,4
37.77630278250261,-122.41981512732409,-39.2137808939537,6,3
37.77436946151072,-122.41915354266116,-35.87262184212546,1,6
37.77651793844098,-122.41648921754836,-45.942241492147886,5,-1
37.773454349570926,-122.41699816562476,-38.931798936522966,4,2
37.77452636278652,-122.4199551104896,-36.44147681750625,2,1
37.77402927290434,-122.41780133538914,-39.6708640428983,6,3
37.77516374827877,-122.41649722575326,-35.73807849973859,7,0
37.77962931713335,-122.42133881056225,-42.06915380040149,2,1
37.77126546961482,-122.41691327961524,-34.36261023925768,6,3
37.77637252038075,-122.4193252475179,-30.804407505523,7,0
37.77177456825762,-122.41685880266282,-41.45135424175864,2,1
37.77405613626842,-122.41952651831308,-41.78201008560309,6,3
37.77717790119393,-122.42160976420134,-34.186462091529194,2,1
37.77512856003819,-122.42125508487575,-33.68171141707715,2,1
37.77284451044414,-122.41790383010668,-42.09144010861307,7,0
37.77356939258148,-122.41748055499656,-41.68074726838343,2,1
37.77635919549787,-122.4198086332502,-41.12713843544203,2,1
37.77353926673656,-122.41672281508244,-45.37780204413711,7,0
37.77543291717916,-122.42132304012456,-43.67460778593679,4,2
37.77509114367981,-122.4181321595973,-44.01656306700827,1,6
37.77369679930479,-122.42042203239951,-43.07119026041652,3,5
37.77928788817865,-122.4193036722156,-40.138739549547125,5,4
37.77626783804463,-122.41790520265738,-39.06314106985392,3,5
37.770949714826685,-122.41972082673055,-33.79799802874369,3,5
37.775372908629535,-122.41876911108848,-43.99341616295517,6,3
37.77367642707046,-122.41598741438158,-36.06271040609367,1,6
37.77670486666959,-122.41915378373903,-40.85595537690204,6,3
37.773414958523134,-122.41632861577588,-40.19785483860973,1,6
37.77477052711706,-122.42025941370932,-37.30072203133359,7,0
37.77600997455796,-122.41694039164418,-44.49088808624919,7,0
37.77673151038834,-122.4151168627587,-38.4703610152638,1,6
37.772599407185886,-122.42294328900026,-39.33419116714778,2,1
37.77433099752832,-122.41959379051094,-38.0301949439674,4,2
37.77405010937768,-122.41684585574563,-38.84332542436873,2,1
37.77369334153485,-122.4184060907721,-30.17879944035642,4,-1
37.77853090848056,-122.41725770825326,-42.55095993700527,6,3
37.77580996342192,-122.41920797037344,-42.12398782000727,4,2
37.77247823209133,-122.41782682042506,-42.49256210569906,6,3
37.77683572389411,-122.4183113544708,-42.22190847664102,7,0
37.77924431239403,-122.41566443587668,-42.54954850922607,3,5
37.7770649305211,-122.4174911583134,-35.243933875569795,7,0
37.77196126006809,-122.41732479467584,-34.31798300804058,7,0
37.77403153185426,-122.41882375393224,-42.282985174997904,3,5
37.77753382229837,-122.41897521244816,-43.32942229241692,4,2
37.77358466106876,-122.41886511637564,-38.114337774454384,4,2
37.77588763885629,-122.41721109571525,-42.208892177123886,6,3
37.776549268106855,-122.41884196896164,-37.46827272897796,2,1
37.77314613905684,-122.41742045028622,-39.1883079165948,6,3
37.77488094928788,-122.41384919840272,-46.06297645998893,2,1
37.76851746531986,-122.41625775059316,-33.809979194679755,7,-1
37.77295122471733,-122.41865204706434,-32.816489307617914,3,5
37.774494863697214,-122.41559757215568,-42.451154761937545,7,0
37.77250443363607,-122.41881615074604,-41.550806239743935,1,6
37.77826482260786,-122.42207624907036,-38.85653843710038,4,2
37.77213971724408,-122.42001617262184,-38.6621728400519,2,1
37.7741199110266,-122.42174158384206,-37.36582290930868,6,3
37.77526148115457,-122.41870302696807,-31.9591818449346,3,5
37.77788254657813,-122.41796316324162,-40.7077889099762,2,1
37.77212827569764,-122.41464712537544,-43.19318897815381,6,3
37.77732632750431,-122.41734614525248,-45.51727691205811,4,2
37.77502046612204,-122.41843820105764,-42.92372015976768,7,0
37.7730369826979,-122.41634118883763,-40.13250789149519,4,2
37.77592420694853,-122.42242227061804,-32.82176854592885,5,4
37.77539811939115,-122.4175287708838,-42.07044519614469,1,6
37.77379956624568,-122.41645826961224,-39.1048481934444,5,4
37.77513960416998,-122.42095717249155,-40.06569158429101,3,5
37.77422937280628,-122.4157124919136,-35.24642690620767,2,1
37.7752270346905,-122.41732300718502,-29.892270296505515,3,5
37.77632426134904,-122.4188305758278,-42.123475091681286,7,0
37.77817203363229,-122.4167344362678,-41.95775777007289,6,3
37.77252436900235,-122.4134586142844,-35.823356491723715,4,2
37.77926606674931,-122.41763626748988,-37.27243404149476,5,4
37.77109582440095,-122.4175035588274,-32.613170697055864,5,4
37.77469642980993,-122.41891872179907,-37.66428725869614,7,0
37.77617663441297,-122.41969968873892,-41.43716836314824,5,4
37.77556198373547,-122.41633932836692,-37.637380677230766,7,0
37.77375460096036,-122.41971216765182,-35.56518567766837,3,5
37.774583755499286,-122.41785686752556,-36.71807127521054,4,2
37.77401399813069,-122.41895531489354,-37.97090387557081,2,1
37.77382127048611,-122.41704204034852,-35.73330124164338,6,3
37.77669920419404,-122.41733267578944,-35.32281763821731,2,1
37.775714030971926,-122.4159249201115,-34.47136403584989,3,5
37.773614180809474,-122.41902003279772,-37.40516044964143,6,3
37.77679919975086,-122.4185397498706,-40.668472321267416,5,4
37.77561459904175,-122.41995752743158,-39.41314525426671,1,6
37.77662572423768,-122.41888858652015,-35.17396413396657,3,5
37.77625925768385,-122.41724539901392,-43.26774268394895,3,5
37.787648797398575,-122.40582414491136,-37.68562554774001,6,13
37.7864807623179,-122.40439660973011,-36.92413555552055,7,7
37.78717537376253,-122.403684960785,-46.07387308116658,7,7
37.78517607804691,-122.40471589811136,-47.78775898032229,2,8
37.78896454378141,-122.4057476547881,-48.0458486616758,4,9
37.78716020060044,-122.40373475740044,-51.06454328041288,6,13
37.79026250558079,-122.40490189318145,-47.07361159766209,3,10
37.787450505009645,-122.4054614008264,-40.16933820097501,1,11
37.79076888422337,-122.40762455877068,-53.81615030100496,6,-1
37.78951491149863,-122.40812530957054,-49.14981360285498,7,7
37.78805719355344,-122.40766245958542,-45.50852576660799,7,7
37.7911604651747,-122.40444334187757,-48.5087408024868,3,10
37.78990458692207,-122.4051581574952,-47.109143776960885,3,10
37.793892425653326,-122.40796056819642,-47.049318697689216,1,-1
37.78718108951004,-122.40370816434842,-46.030160880247,3,10
37.78815323221092,-122.40225138097364,-47.91781878443896,2,8
37.79113741802202,-122.40619698723344,-48.2448528554222,1,11
37.78491292437633,-122.40848196371472,-41.26276101631508,3,10
37.79063388712646,-122.4064182527698,-40.80138328855862,5,12
37.78887860551536,-122.4032910787464,-50.52217338098964,6,13
37.7862235784891,-122.40390294028292,-56.03838959709154,3,-1
37.7852739206829,-122.40684486537202,-40.74650060171628,2,8
37.78665502105373,-122.40195765572447,-49.91520167420855,4,9
37.78343036085535,-122.40230343986816,-44.14902064616104,3,10
37.78702092111261,-122.40646601212656,-51.26268749211287,7,7
37.78924511266669,-122.40648658000592,-39.80898005896131,7,7
37.78704739871806,-122.40618565587476,-34.82532841879389,7,7
37.79077662540286,-122.4060146655508,-44.268772363178655,4,9
37.79131989520545,-122.40309892398416,-45.37641059383807,7,7
37.79055128896525,-122.40414934187903,-46.28855830076026,5,12
37.78846128182053,-122.4032458424613,-41.87280275474836,3,10
37.78335064145502,-122.40365286971362,-42.72925299626166,7,7
37.78659260501593,-122.4015709458636,-40.98600618578854,1,11
37.78771592294645,-122.40711877108762,-47.51166609039233,4,9
37.786212264700985,-122.40423928293924,-43.63952917438142,5,12
37.78772098904902,-122.40934764251249,-47.16987226682478,1,11
37.79122013493738,-122.4076339111482,-49.23086259228022,1,11
37.78470844694097,-122.40514970677188,-45.16406168401385,1,11
37.79162338411224,-122.40416358677447,-48.69005092150833,1,11
37.78976945284351,-122.40520363148406,-40.30509200902965,3,10
37.78853643361655,-122.40613438483764,-48.44768151206329,7,7
37.78657276688852,-122.405778835755,-43.54581623725056,6,13
37.78625209930902,-122.40226111804716,-47.41368919503889,3,10
37.78474756457082,-122.40576806435575,-43.89174899824995,3,10
37.791433530960624,-122.40150151675591,-47.09598629382143,5,12
37.79107522312015,-122.40341196585292,-50.02884509943015,5,12
37.78518743074283,-122.4040849253077,-43.06490903619262,7,7
37.78689474401018,-122.40738719382064,-45.94166248765288,6,13
37.78886628953846,-122.4031295236772,-43.85606023711016,5,12
37.78740098172365,-122.4059875411555,-46.71537174252176,7,7
37.78416265048593,-122.407388879516,-50.31174605507381,7,7
37.78668445447889,-122.40397431277384,-40.66728561177497,2,8
37.79190206859604,-122.40777589212114,-42.05296897823565,6,13
37.786820042819166,-122.40652448292424,-47.267843902212974,5,12
37.787673065326594,-122.40502023182296,-44.72088314600481,6,13
37.785709645151925,-122.40056315715177,-40.83192206734825,3,10
37.78917552597056,-122.4063738315116,-46.82815334344959,3,10
37.78823030359805,-122.4059164330386,-46.20753802076221,6,13
37.78651596051688,-122.40353530989115,-44.0254699999705,2,8
37.785390689208384,-122.40747659137676,-46.836364254218346,2,8
37.79080908674802,-122.40411438723795,-41.57163201205191,6,13
37.78478891318672,-122.40258814638476,-45.67560312122975,5,12
37.78900763139118,-122.40561418976942,-48.13614349997589,4,9
37.78369224151057,-122.4029476914372,-42.56544468050402,2,8
37.78941442336602,-122.40441710015358,-49.56852259772539,1,11
37.78994059777452,-122.4064613639276,-36.94048575550315,3,10
37.79018956742328,-122.4053956093718,-38.67001454567919,6,13
37.78767758306286,-122.40575951467996,-42.94601809231594,1,11
37.79116800721113,-122.40517527651564,-43.28267591272039,6,13
37.79261558338999,-122.40469456420156,-43.4702343287228,7,7
37.78735675372791,-122.40382360013004,-46.956379143675626,3,10
37.78709798993974,-122.40398266350084,-43.81076141727663,3,10
37.78829835452069,-122.40986342714253,-48.692530441831394,2,8
37.787044639708206,-122.40519461637754,-42.98472632623928,2,8
37.78675225960798,-122.4080188438268,-41.52861222787482,1,11
37.78692652291952,-122.40555145450492,-46.51234440393334,7,7
37.79143151201601,-122.40524757917562,-47.38040717661888,6,13
37.78954376399007,-122.40304770328385,-49.84990809859164,7,7
37.78703810774548,-122.4050602309342,-39.16817906573724,3,10
37.78308974994855,-122.40448156396332,-47.06265613536885,1,11
37.78491107101279,-122.40341388723868,-45.79495614406649,4,9
37.7890068581652,-122.40254449548036,-43.7993776600171,1,11
37.78375688811722,-122.40524602784672,-43.87116942844026,5,12
37.7885859870549,-122.40481164111664,-42.01375961727573,1,11
37.78586887255027,-122.40497995339553,-46.517319679353314,7,7
37.78818361154916,-122.40608519792886,-49.55467175388365,5,12
37.788127712602666,-122.40653823044688,-50.25466123588927,5,12
37.788241179867775,-122.40954377183286,-47.31702093137139,5,12
37.78721115630584,-122.40715332186905,-48.807401898698494,4,9
37.78714542874878,-122.40855726166642,-46.21446682123104,1,11
37.78655841916213,-122.4024896030311,-39.76968475696007,7,7
37.78896778463448,-122.4046231679834,-46.50911282353476,1,11
37.78961038534956,-122.4052518779459,-46.51060344533823,4,9
37.78556205495492,-122.40643497037216,-45.06559510502316,3,10
37.78789674305541,-122.40494044147351,-46.62249996484827,2,8
37.788393164146974,-122.40669595975533,-45.269564942872776,7,7
37.78836754226924,-122.40465196288676,-42.836523110074616,7,7
37.78833353923919,-122.40450853203416,-41.460995780946746,1,11
37.787195930379305,-122.40672276740472,-40.9871472010439,2,8
37.78855806085093,-122.40676092392964,-36.77259111707592,6,13
37.78923605742197,-122.4030756012908,-42.72256221531025,6,13
37.78828207331164,-122.4051057199086,-36.06208439460276,4,-1
37.78901187967306,-122.40656204085852,-48.10592723223857,6,13
37.78998070682207,-122.4057410126034,-36.63486039030166,7,7
37.78429811928421,-122.40702118817342,-46.52150421687836,6,13
37.789886927683725,-122.40513436716132,-46.12807572305214,3,10
37.78868485553044,-122.40333674338468,-45.4794901896915,3,10
37.78577674934452,-122.40505534133518,-45.874482844634926,3,10
37.78960494176464,-122.40027273311264,-44.65663841309399,6,13
37.78720335818795,-122.4041572808639,-47.32011200995376,4,9
37.78747606712736,-122.40454009110432,-41.68015130771451,5,12
37.786984640435065,-122.40681660426192,-47.21134013848472,5,12
37.78860479768847,-122.40547706689368,-42.37755840698844,2,8
37.786429293714974,-122.40655802768607,-38.88910552190495,5,12
37.78980294925989,-122.4093312904568,-46.42840947923096,5,12
37.787722274825605,-122.40305147555574,-41.82246632808329,3,10
37.78727159503302,-122.4060229011111,-42.76336284438726,3,10
37.78950575135522,-122.40652080014868,-35.988452471121,6,13
37.78736088647536,-122.40457885993207,-47.0193222593798,2,8
37.78989635365072,-122.40397500089556,-41.81971353277687,1,11
37.78995918590168,-122.40564154966582,-51.50404436710621,7,7
37.78533039232356,-122.40500520333522,-46.98343364294725,2,8
37.79021852040445,-122.40350762518536,-43.586428649612365,2,8
37.78507592805699,-122.40572038718922,-39.42736012364088,4,-1
37.79034316105376,-122.40439533251649,-49.90373345993681,6,13
37.79205671438446,-122.40831848923678,-41.85563743703556,4,-1
37.78974966887653,-122.40748263799684,-45.25289382593184,2,8
37.7836860387106,-122.40378892044384,-51.08611061356925,2,8
37.790127131438766,-122.40758711727834,-44.27365261620484,2,8
37.79249225793187,-122.40453172490578,-38.16335506808716,5,12
37.787393936718,-122.4052939975644,-49.48169063964647,7,7
37.78793059335994,-122.40572893452504,-45.43975086148073,7,7
37.78562302655615,-122.40665692553792,-48.94655593855826,4,9
37.78862415883764,-122.4031813199638,-46.87433172764006,2,8
37.79053835436508,-122.40154021769096,-39.27131942590147,7,7
37.789395474256295,-122.4043996156748,-46.08609790196553,3,10
37.794283933954574,-122.40435501856864,-39.39373704993869,7,-1
37.78806605408593,-122.40636466125972,-40.563783808273655,6,13
37.784738653265165,-122.40739219446364,-46.45095165393779,6,13
37.78834194194313,-122.4050794778096,-47.01039784242493,7,7
37.78316709646957,-122.40694749929592,-48.58399522725801,3,10
37.786933792150265,-122.40854522025664,-48.723524776773615,6,13
37.7912487641172,-122.40339310837528,-43.58717042196863,5,12
37.78865026729726,-122.4032956664235,-45.07914126085986,7,7
37.78835883362566,-122.40671767754591,-47.49442173971683,5,12
37.79164156075343,-122.40451207135744,-51.19505168849312,7,7
37.78745880021667,-122.40299609546442,-44.57528492871116,1,11
37.79052364082587,-122.40458994662588,-46.87820871624533,1,11
37.788258613950326,-122.4073863092922,-45.78119078232837,1,11
37.788760094926914,-122.40546578682648,-43.78135268520767,6,13
37.78556539028827,-122.40234638115992,-55.007211445551455,5,12
37.78703590641034,-122.4045059467128,-51.133098414836496,5,12
37.78520496353431,-122.40392173579365,-35.81422769277925,5,-1
37.78780950984355,-122.40431674156126,-47.02644202679847,3,10
37.78878080468783,-122.40671102271595,-55.06973240959012,5,12
37.78577992378981,-122.40624169043856,-50.79976071806501,3,10
37.79209835784537,-122.40432226968588,-35.06213052543427,1,-1
37.78855621203818,-122.40336625643997,-47.81198984107936,1,11
37.78811559117117,-122.40280019009816,-40.36393902041137,6,13
37.78953931550269,-122.40671621108952,-44.51552800665118,7,7
37.78634214383826,-122.40413375893064,-46.93986814999588,1,11
37.78832695495833,-122.40262591177655,-41.89821811694763,7,7
37.78656626755928,-122.40697416354058,-54.537426701425154,7,7
37.79111735982018,-122.4020265057284,-50.76453047942641,6,-1
37.7858827213012,-122.40172211834532,-46.969404048558246,2,8
